stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_associated_place,wheelchair_boarding
   6200,006200,"Main after Brayton",,  41.713415, -71.523760,,,0,,,0
   6205,006205,"Jefferson before Gillmore",,  41.712330, -71.448791,,,0,,jema,0
   6210,006210,"Warwick after Sandy",,  41.711497, -71.398978,,,0,,,0
   6225,006225,"Warwick before Sandy",,  41.712104, -71.398828,,,0,,,0
   6275,006275,"268 Providence St",,  41.713213, -71.507063,,,0,,,0
   6280,006280,"Providence opposite Westcott Terrace",,  41.712302, -71.504878,,,0,,,0
   6305,006305,"Main opposite Brayton",,  41.713604, -71.523863,,,0,,,0
   6310,006310,"Church before W Shore",,  41.713219, -71.380329,,,0,,,0
   6320,006320,"Church after Lovell",,  41.713482, -71.380524,,,0,,,0
   6325,006325,"CCRI Warwick (Stop B)",,  41.712537, -71.479991,,,0,,ccrw,0
   6330,006330,"CCRI Warwick (Stop C)",,  41.712420, -71.480054,,,0,,ccrw,0
   6335,006335,"CCRI Warwick (Stop D)",,  41.712279, -71.480109,,,0,,ccrw,0
   6345,006345,"Main before Fatima",,  41.713608, -71.280653,,,0,,,0
   6350,006350,"CCRI Warwick (Stop A)",,  41.712635, -71.479947,,,0,,ccrw,0
   6360,006360,"Jefferson after Echo",,  41.713408, -71.448385,,,0,,,0
   6365,006365,"230 Providence St",,  41.713976, -71.509750,,,0,,,0
   6370,006370,"Jefferson opposite Echo",,  41.713841, -71.448069,,,0,,,0
   6375,006375,"Providence after Tanglewood",,  41.713582, -71.508281,,,0,,,0
   6380,006380,"229 Providence",,  41.713865, -71.509761,,,0,,,0
   6385,006385,"E Main after Elm",,  41.713795, -71.517833,,,0,,,0
   6390,006390,"516 Providence",,  41.714191, -71.496245,,,0,,,0
   6410,006410,"199 Providence St",,  41.714098, -71.511701,,,0,,,0
   6415,006415,"Main after Bagy Wrinkle",,  41.713405, -71.280747,,,0,,,0
   6420,006420,"519 Providence",,  41.713998, -71.496285,,,0,,,0
   6425,006425,"Opposite 199 Providence",,  41.713972, -71.511650,,,0,,,0
   6435,006435,"Providence before Hay",,  41.714596, -71.515272,,,0,,,0
   6440,006440,"Opposite 186 Providence",,  41.714440, -71.515795,,,0,,,0
   6460,006460,"Providence after Junior",,  41.713900, -71.517663,,,0,,,0
   6465,006465,"E Main before Bridge",,  41.713903, -71.520529,,,0,,,0
   6485,006485,"After 54 E Main",,  41.714355, -71.521440,,,0,,,0
   6495,006495,"W Shore after Damon",,  41.714597, -71.377552,,,0,,,0
   6520,006520,"W Shore after Tidewater",,  41.714579, -71.377327,,,0,,,0
   6525,006525,"Church before Howard",,  41.715148, -71.383251,,,0,,,0
   6545,006545,"920 Bald Hill Rd",,  41.713221, -71.488668,,,0,,,0
   6555,006555,"New England Tech (Post Rd)",,  41.715240, -71.444382,,,0,,netp,0
   6565,006565,"E Main before Main",,  41.715206, -71.523159,,,0,,,0
   6575,006575,"Church opposite Nash",,  41.715493, -71.383616,,,0,,,0
   6580,006580,"Main before Maple",,  41.715662, -71.523747,,,0,,,0
   6585,006585,"Providence before Burns",,  41.715691, -71.495049,,,0,,,0
   6610,006610,"W Shore opposite Economy",,  41.715600, -71.375908,,,0,,,0
   6620,006620,"945 Bald Hill Rd",,  41.712906, -71.489125,,,0,,,0
   6630,006630,"567 Providence",,  41.715814, -71.494787,,,0,,,0
   6635,006635,"Church opposite Aquarius",,  41.716538, -71.385130,,,0,,,0
   6640,006640,"948 Main",,  41.716121, -71.523467,,,0,,,0
   6650,006650,"Church before Beach",,  41.716291, -71.384962,,,0,,,0
   6670,006670,"Main after Locust",,  41.716460, -71.281013,,,0,,,0
   6680,006680,"2426 Post",,  41.716286, -71.444802,,,0,,,0
   6690,006690,"Main before Seymour",,  41.715819, -71.280784,,,0,,,0
   6695,006695,"Warwick before Amsterdam",,  41.716915, -71.400594,,,0,,,0
   6700,006700,"Providence before O'Donnell",,  41.717198, -71.493542,,,0,,,0
   6705,006705,"W Shore before Bush",,  41.716769, -71.375613,,,0,,,0
   6710,006710,"Warwick opposite Amsterdam",,  41.716891, -71.400312,,,0,,,0
   6715,006715,"Providence before Gage",,  41.717084, -71.493878,,,0,,,0
   6725,006725,"Opposite 914 Main",,  41.717892, -71.523946,,,0,,,0
   6735,006735,"Main after Clyde",,  41.717726, -71.523731,,,0,,,0
   6740,006740,"W Shore before Morris",,  41.717376, -71.375812,,,0,,,0
   6745,006745,"2332 Post",,  41.718531, -71.443416,,,0,,,0
   6750,006750,"Opposite 1150 Jefferson",,  41.717416, -71.447132,,,0,,,0
   6755,006755,"Before 1150 Jefferson",,  41.716902, -71.447028,,,0,,,0
   6760,006760,"234 Church",,  41.717228, -71.386385,,,0,,,0
   6765,006765,"Post before Elaine",,  41.718221, -71.443808,,,0,,,0
   6775,006775,"Main after Almy",,  41.718257, -71.280932,,,0,,,0
   6785,006785,"Warwick opposite Greylawn",,  41.718528, -71.401908,,,0,,,0
   6790,006790,"Greenwich before Rome",,  41.718285, -71.463652,,,0,,,0
   6800,006800,"Church opposite Overbrook",,  41.718554, -71.388532,,,0,,,0
   6810,006810,"900 Main",,  41.719088, -71.524759,,,0,,,0
   6815,006815,"W Shore before Stokes",,  41.718267, -71.376261,,,0,,,0
   6820,006820,"Church before Overbrook",,  41.718316, -71.388016,,,0,,,0
   6845,006845,"W Shore opposite Stokes",,  41.718404, -71.376557,,,0,,,0
   6850,006850,"885 Main",,  41.719594, -71.525521,,,0,,,0
   6860,006860,"Church after Kenwood",,  41.719549, -71.391359,,,0,,,0
   6865,006865,"Church after Warwick",,  41.719628, -71.402233,,,0,,,0
   6870,006870,"Warwick after Brendard",,  41.719049, -71.402620,,,0,,,0
   6875,006875,"Church before Warwick",,  41.719737, -71.402118,,,0,,,0
   6880,006880,"Providence before Market",,  41.719392, -71.491610,,,0,,,0
   6885,006885,"Jefferson after Williamsburg",,  41.719553, -71.446465,,,0,,,0
   6890,006890,"690 Providence",,  41.719074, -71.491999,,,0,,,0
   6895,006895,"Warwick after Church",,  41.719899, -71.403183,,,0,,,0
   6900,006900,"Rhode Island Mall",,  41.719637, -71.482534,,,0,,rima,0
   6905,006905,"Main before Dyer",,  41.719704, -71.281019,,,0,,,0
   6915,006915,"642 Church",,  41.720035, -71.399727,,,0,,,0
   6925,006925,"Church opposite Killey",,  41.720273, -71.393943,,,0,,,0
   6930,006930,"Main after Wakefield",,  41.720700, -71.527150,,,0,,,0
   6935,006935,"Church opposite Old Homestead",,  41.720443, -71.395440,,,0,,,0
   6945,006945,"W Shore before Winter",,  41.720205, -71.378002,,,0,,,0
   6950,006950,"Main opposite Coomer",,  41.718919, -71.281122,,,0,,,0
   6955,006955,"Church after Bugbee",,  41.720489, -71.397144,,,0,,,0
   6960,006960,"Greenwich after Naples",,  41.719973, -71.464537,,,0,,,0
   6965,006965,"Church opposite Bugbee",,  41.720526, -71.397473,,,0,,,0
   6985,006985,"800 Main",,  41.720826, -71.528635,,,0,,,0
   6995,006995,"2248 Post",,  41.720608, -71.442125,,,0,,,0
   7000,007000,"771 Main",,  41.721013, -71.531472,,,0,,,0
   7005,007005,"Opposite 2222 Post",,  41.721547, -71.441825,,,0,,,0
   7010,007010,"W Shore before Fulton",,  41.721169, -71.378498,,,0,,,0
   7015,007015,"Main before Bridge",,  41.721494, -71.281292,,,0,,,0
   7020,007020,"Warwick before Yucatan",,  41.721360, -71.404096,,,0,,,0
   7025,007025,"Opposite 1000 Jefferson",,  41.721345, -71.445834,,,0,,,0
   7035,007035,"Warwick before Vernon",,  41.721269, -71.403808,,,0,,,0
   7045,007045,"Highland before Parker",,  41.721350, -71.528720,,,0,,,0
   7050,007050,"Phenix Hotel (Main before Pleasant)",,  41.721354, -71.532318,,,0,,phen,0
   7055,007055,"Providence before River",,  41.721263, -71.490985,,,0,,,0
   7060,007060,"798 Providence",,  41.722622, -71.491214,,,0,,,0
   7065,007065,"Main after Vernon",,  41.721950, -71.281162,,,0,,,0
   7070,007070,"555 Greenwich",,  41.721011, -71.465792,,,0,,,0
   7075,007075,"Warwick Mall (Villa Del Rio Apartments)",,  41.721933, -71.474838,,,0,,wmvd,0
   7095,007095,"W Shore opposite Woodbury",,  41.722467, -71.380289,,,0,,,0
   7120,007120,"Greenwich after Shalom",,  41.723331, -71.468532,,,0,,,0
   7125,007125,"Metacom & Franklin (before Beejay)",,  41.723327, -71.269754,,,0,,mtfr,0
   7130,007130,"Warwick at O.S.C.I.L.",,  41.723367, -71.404450,,,0,,,0
   7135,007135,"Warwick before Stanmore",,  41.723529, -71.404694,,,0,,,0
   7145,007145,"Conimicut (W Shore after Jennison)",,  41.723779, -71.382375,,,0,,coni,0
   7165,007165,"Greenwich opposite Shalom",,  41.723013, -71.468461,,,0,,,0
   7170,007170,"Post at DoubleTree",,  41.724855, -71.439835,,,0,,,0
   7180,007180,"Providence & Wakefield (before Wakefield)",,  41.723743, -71.491273,,,0,,prwa,0
   7195,007195,"Main after Haile",,  41.723139, -71.281416,,,0,,,0
   7200,007200,"Providence & Wakefield (after Wakefield)",,  41.724163, -71.491402,,,0,,prwa,0
   7205,007205,"Warwick opposite Edgehill",,  41.724754, -71.404864,,,0,,,0
   7225,007225,"Opposite 300 Lambert Lind",,  41.725103, -71.471803,,,0,,,0
   7230,007230,"300 Lambert Lind",,  41.725114, -71.471628,,,0,,,0
   7235,007235,"Jefferson before Brownell",,  41.724850, -71.444538,,,0,,,0
   7245,007245,"Conimicut (W Shore before Allard)",,  41.723958, -71.382405,,,0,,coni,0
   7250,007250,"Warwick opposite Rosemere",,  41.725769, -71.405353,,,0,,,0
   7265,007265,"TF Green Airport (Arrivals)",,  41.725802, -71.436997,,,0,,tfgr,0
   7270,007270,"Metacom & Franklin (before Libby)",,  41.725045, -71.269934,,,0,,mtfr,0
   7275,007275,"W Shore opposite Royal",,  41.724752, -71.384058,,,0,,,0
   7280,007280,"W Shore after Royal",,  41.724913, -71.383929,,,0,,,0
   7285,007285,"Main opposite Franklin",,  41.725437, -71.281551,,,0,,,0
   7300,007300,"Park & Ride (Franklin St - Warren)",,  41.725753, -71.280701,,,0,,wapk,0
   7305,007305,"W Shore opposite Cambridge",,  41.727065, -71.388244,,,0,,,0
   7315,007315,"Post at Sky Bridge",,  41.726765, -71.438901,,,0,,,0
   7335,007335,"Lambert Lind opposite Warwick Mall",,  41.727180, -71.475037,,,0,,,0
   7340,007340,"W Shore before Cambridge",,  41.726997, -71.387868,,,0,,,0
   7345,007345,"Warwick opposite Lyndale",,  41.727464, -71.405829,,,0,,,0
   7350,007350,"W Shore before Linbrook",,  41.728470, -71.391579,,,0,,,0
   7355,007355,"Lambert Lind at Macy's",,  41.727228, -71.475554,,,0,,,0
   7365,007365,"Opposite 931 Jefferson",,  41.720884, -71.445794,,,0,,,0
   7375,007375,"Warwick between Dayton & Lyndale",,  41.727657, -71.405694,,,0,,,0
   7385,007385,"Opposite 700 Jefferson",,  41.727256, -71.443624,,,0,,,0
   7395,007395,"Main & Joyce (Warren) before Croade",,  41.728374, -71.282020,,,0,,majo,0
   7430,007430,"Airport Interlink (Jefferson after Thurber)",,  41.728410, -71.443196,,,0,,intl,0
   7435,007435,"Main & Joyce (Warren) before Washington",,  41.728599, -71.282228,,,0,,majo,0
   7445,007445,"456 W Shore",,  41.728531, -71.391317,,,0,,,0
   7450,007450,"Warwick after Dixie",,  41.729319, -71.406021,,,0,,,0
   7475,007475,"Opposite 319 Metacom",,  41.730141, -71.269570,,,0,,,0
   7495,007495,"Lambert Lind before Greble",,  41.729408, -71.476974,,,0,,,0
   7505,007505,"W Shore after Circuit",,  41.729880, -71.394684,,,0,,,0
   7510,007510,"W Shore opposite Circuit",,  41.729750, -71.394620,,,0,,,0
   7520,007520,"Main before Child",,  41.730320, -71.282474,,,0,,,0
   7525,007525,"Warwick opposite Glendale",,  41.730024, -71.406395,,,0,,,0
   7560,007560,"Post before Airport Rd (opposite Elkland)",,  41.730564, -71.437119,,,0,,,0
   7570,007570,"Opposite 639 Jefferson",,  41.730530, -71.442304,,,0,,,0
   7580,007580,"W Shore after Glenwood",,  41.730994, -71.397531,,,0,,,0
   7585,007585,"Warwick after Magnolia",,  41.731343, -71.406451,,,0,,,0
   7595,007595,"Main before Miller",,  41.731165, -71.282789,,,0,,,0
   7600,007600,"Jefferson before Quimby",,  41.731359, -71.442128,,,0,,,0
   7605,007605,"W Shore before Twin Oak",,  41.731424, -71.398145,,,0,,,0
   7640,007640,"1600 Warwick",,  41.732720, -71.406741,,,0,,,0
   7645,007645,"W Shore after Delwood",,  41.732034, -71.399931,,,0,,,0
   7650,007650,"Main after Wood",,  41.732349, -71.282959,,,0,,,0
   7660,007660,"Post between Guilford & Airport Rd",,  41.732385, -71.436698,,,0,,,0
   7665,007665,"Main before Liberty",,  41.732407, -71.283046,,,0,,,0
   7670,007670,"W Shore opposite Delwood",,  41.732495, -71.400523,,,0,,,0
   7680,007680,"Opposite 555 Jefferson",,  41.732583, -71.441581,,,0,,,0
   7690,007690,"555 Jefferson",,  41.732704, -71.441609,,,0,,,0
   7710,007710,"Oaklawn after Bateman",,  41.732949, -71.477142,,,0,,,0
   7715,007715,"Oaklawn opposite Bateman",,  41.732892, -71.477327,,,0,,,0
   7725,007725,"Warwick before Airport Rd",,  41.735062, -71.407737,,,0,,,0
   7735,007735,"W Shore after Moore",,  41.733464, -71.403867,,,0,,,0
   7745,007745,"W Shore after Moore",,  41.733628, -71.404553,,,0,,,0
   7750,007750,"Warwick & West Shore (at 27 W Shore)",,  41.733466, -71.405847,,,0,,hofo,0
   7760,007760,"Mayfield after Oaklawn",,  41.734011, -71.476916,,,0,,,0
   7765,007765,"Warwick & West Shore (at 1543 Warwick)",,  41.734493, -71.407268,,,0,,hofo,0
   7770,007770,"Mayfield before Oaklawn",,  41.734141, -71.476787,,,0,,,0
   7781,007781,"Mayfield opposite Woodhaven",,  41.734295, -71.472800,,,0,,,0
   7785,007785,"Main opposite Warren",,  41.734531, -71.283849,,,0,,,0
   7795,007795,"480 Jefferson",,  41.734327, -71.440943,,,0,,,0
   7800,007800,"Mayfield before Woodhaven",,  41.734426, -71.472332,,,0,,,0
   7805,007805,"Oaklawn after Oak Hill",,  41.735399, -71.477659,,,0,,,0
   7810,007810,"Main after Warren",,  41.734465, -71.283941,,,0,,,0
   7825,007825,"Mayfield After East",,  41.734987, -71.468347,,,0,,,0
   7845,007845,"East opposite Mayfield",,  41.735065, -71.468402,,,0,,,0
   7850,007850,"Post at Barden",,  41.735376, -71.435047,,,0,,,0
   7855,007855,"1279 Oaklawn",,  41.734527, -71.477651,,,0,,,0
   7860,007860,"443 Jefferson",,  41.735388, -71.440718,,,0,,,0
   7865,007865,"Main after Water",,  41.735375, -71.285156,,,0,,,0
   7870,007870,"Main opposite Water",,  41.735434, -71.285058,,,0,,,0
   7880,007880,"Post opposite Barden",,  41.735521, -71.435261,,,0,,,0
   7885,007885,"County opposite Joyce",,  41.736173, -71.300424,,,0,,,0
   7890,007890,"County after Joyce",,  41.736260, -71.300930,,,0,,,0
   7900,007900,"East after Bicknell",,  41.736340, -71.466604,,,0,,,0
   7905,007905,"County opposite Police Cove (Park & Ride)",,  41.736452, -71.298390,,,0,,,0
   7910,007910,"Main opposite Mill",,  41.736628, -71.286720,,,0,,,0
   7915,007915,"Warwick before Squantum",,  41.736386, -71.407941,,,0,,,0
   7920,007920,"Warwick after Squantum",,  41.736677, -71.408151,,,0,,,0
   7925,007925,"Jefferson after Service",,  41.736482, -71.440274,,,0,,,0
   7930,007930,"County before Bosworth",,  41.736593, -71.303683,,,0,,,0
   7945,007945,"County before New Meadow",,  41.737020, -71.293358,,,0,,,0
   7950,007950,"380 Jefferson",,  41.736920, -71.439999,,,0,,,0
   7955,007955,"Main before Crescent",,  41.736849, -71.286910,,,0,,,0
   7960,007960,"County before Barton",,  41.736918, -71.293324,,,0,,,0
   7965,007965,"East before Castle",,  41.736259, -71.466529,,,0,,,0
   7985,007985,"County after Tyler Point",,  41.737222, -71.290969,,,0,,,0
   7990,007990,"County after Sowams",,  41.737293, -71.290975,,,0,,,0
   7995,007995,"County opposite Barrington Shopping Center",,  41.737509, -71.304154,,,0,,,0
   8010,008010,"230 County",,  41.738211, -71.305755,,,0,,,0
   8020,008020,"East after Foster",,  41.738819, -71.463301,,,0,,,0
   8025,008025,"Jefferson opposite Bay State",,  41.738203, -71.439529,,,0,,,0
   8030,008030,"Opposite 230 County",,  41.738389, -71.305735,,,0,,,0
   8035,008035,"Jefferson after Bay State",,  41.738297, -71.439628,,,0,,,0
   8040,008040,"Warwick before Manor",,  41.738570, -71.408084,,,0,,,0
   8045,008045,"Post & Lincoln (before Lincoln)",,  41.738468, -71.433326,,,0,,poli,0
   8050,008050,"Post & Lincoln (after Lincoln)",,  41.738511, -71.433560,,,0,,poli,0
   8060,008060,"Oaklawn & New London",,  41.739019, -71.478586,,,0,,megr,0
   8065,008065,"East opposite Foster",,  41.739063, -71.462698,,,0,,,0
   8070,008070,"Warwick opposite Manor",,  41.738603, -71.408267,,,0,,,0
   8075,008075,"Oaklawn & New London",,  41.739120, -71.478446,,,0,,megr,0
   8085,008085,"Jefferson before Vermont",,  41.739230, -71.439126,,,0,,,0
   8095,008095,"County before Maple",,  41.739948, -71.308163,,,0,,,0
   8100,008100,"County opposite Maple",,  41.739840, -71.307816,,,0,,,0
   8105,008105,"Jefferson before Vermont",,  41.739851, -71.439109,,,0,,,0
   8135,008135,"222 Jefferson",,  41.740972, -71.438469,,,0,,,0
   8140,008140,"1309 Warwick",,  41.740840, -71.408080,,,0,,,0
   8145,008145,"245 Jefferson",,  41.741114, -71.438565,,,0,,,0
   8150,008150,"Warwick before Namquid",,  41.741137, -71.407827,,,0,,,0
   8160,008160,"County before Cady",,  41.741875, -71.310257,,,0,,,0
   8175,008175,"Opposite 308 County",,  41.741891, -71.309984,,,0,,,0
   8200,008200,"County opposite Hilltop",,  41.742843, -71.312185,,,0,,,0
   8215,008215,"Howard before West",,  41.743174, -71.463464,,,0,,,0
   8225,008225,"Jefferson after Lincoln",,  41.743315, -71.437656,,,0,,,0
   8230,008230,"Jefferson after Lincoln",,  41.742724, -71.437983,,,0,,,0
   8245,008245,"Warwick after Miantonomo",,  41.743717, -71.407144,,,0,,,0
   8250,008250,"Howard before Regan",,  41.744004, -71.464058,,,0,,,0
   8255,008255,"Pontiac & Power (opposite Kenney)",,  41.743950, -71.456485,,,0,,popo,0
   8265,008265,"Pontiac & Power (before Kenney)",,  41.743580, -71.456612,,,0,,popo,0
   8270,008270,"Warwick before Scranton",,  41.744088, -71.407211,,,0,,,0
   8275,008275,"Oaklawn opposite Scenic",,  41.744942, -71.479324,,,0,,,0
   8280,008280,"Post before Ethan",,  41.744579, -71.428455,,,0,,,0
   8285,008285,"Oaklawn after Scenic",,  41.744962, -71.479131,,,0,,,0
   8290,008290,"Post between Elm & Chestnut",,  41.744846, -71.428289,,,0,,,0
   8295,008295,"Opposite 1106 Warwick",,  41.745767, -71.406247,,,0,,,0
   8300,008300,"Narragansett before Warwick",,  41.745201, -71.406061,,,0,,,0
   8305,008305,"Narragansett before Stoddard",,  41.745178, -71.405759,,,0,,,0
   8330,008330,"Narragansett before Creed",,  41.745474, -71.403913,,,0,,,0
   8345,008345,"100 Jefferson",,  41.745756, -71.436699,,,0,,,0
   8355,008355,"Narragansett opposite Thor",,  41.745875, -71.401843,,,0,,,0
   8365,008365,"Opposite 100 Jefferson",,  41.745986, -71.436824,,,0,,,0
   8370,008370,"Narragansett after Kearns",,  41.746094, -71.399959,,,0,,,0
   8375,008375,"Narragansett opposite Kendall",,  41.746281, -71.399377,,,0,,,0
   8380,008380,"Elmwood & Post (before Majestic)",,  41.747597, -71.424225,,,0,,elpo,0
   8385,008385,"County opposite Lincoln",,  41.746638, -71.316552,,,0,,,0
   8390,008390,"Post between Pettaconsett & Noorwood",,  41.746700, -71.426020,,,0,,,0
   8395,008395,"Pontiac after Slater",,  41.746957, -71.453756,,,0,,,0
   8400,008400,"Narragansett before Elks",,  41.746505, -71.397355,,,0,,,0
   8405,008405,"Narragansett opposite Elks",,  41.746633, -71.397125,,,0,,,0
   8410,008410,"Oaklawn before Brayton",,  41.746700, -71.478865,,,0,,,0
   8415,008415,"Howard before Cherrydale",,  41.746653, -71.466493,,,0,,stin,0
   8420,008420,"Howard opposite Cherrydale",,  41.746577, -71.466552,,,0,,,0
   8425,008425,"County before Lincoln",,  41.746469, -71.316588,,,0,,,0
   8445,008445,"Narragansett before Spring Green",,  41.746818, -71.395409,,,0,,,0
   8455,008455,"New London after Howard",,  41.747932, -71.468295,,,0,,,0
   8460,008460,"Oaklawn before Wilbur",,  41.747206, -71.478947,,,0,,,0
   8465,008465,"Narragansett before Spring Green",,  41.747018, -71.394657,,,0,,,0
   8475,008475,"1375 Pontiac",,  41.747366, -71.453681,,,0,,,0
   8510,008510,"Traffic Tribunal",,  41.748214, -71.467149,,,0,,ince,0
   8520,008520,"Park & Ride (White Church - Barrington)",,  41.747976, -71.318030,,,0,,whch,0
   8530,008530,"Park & Ride (White Church - Barrington)",,  41.748065, -71.317928,,,0,,whch,0
   8545,008545,"Narragansett before Howie",,  41.748571, -71.391115,,,0,,,0
   8550,008550,"Narragansett after Howie",,  41.748730, -71.391009,,,0,,,0
   8555,008555,"Elmwood & Post (before Harrington)",,  41.748344, -71.423346,,,0,,elpo,0
   8565,008565,"Warwick before N Country Club",,  41.748264, -71.404619,,,0,,,0
   8570,008570,"Warwick opposite Independence",,  41.748172, -71.404853,,,0,,,0
   8575,008575,"Oaklawn before Weaver",,  41.748648, -71.478429,,,0,,,0
   8585,008585,"Narragansett before Parkside",,  41.748741, -71.387351,,,0,,,0
   8600,008600,"Narragansett after Alvira",,  41.748824, -71.388053,,,0,,,0
   8610,008610,"Jefferson before Maple",,  41.748899, -71.435760,,,0,,,0
   8615,008615,"Elmwood before Post",,  41.749567, -71.422972,,,0,,,0
   8630,008630,"Elmwood after Post",,  41.749511, -71.422770,,,0,,,0
   8635,008635,"Jefferson before Sargent",,  41.749018, -71.435583,,,0,,,0
   8640,008640,"Narragansett before Carrie Brown",,  41.748792, -71.385099,,,0,,,0
   8645,008645,"Narragansett before Carrie Brown",,  41.748870, -71.384603,,,0,,,0
   8660,008660,"Post after Elmwood",,  41.748832, -71.422182,,,0,,,0
   8665,008665,"Post opposite Rosewood",,  41.749695, -71.421014,,,0,,,0
   8680,008680,"Warwick opposite Urban",,  41.750779, -71.404095,,,0,,,0
   8695,008695,"Narragansett before Country Club",,  41.750108, -71.383491,,,0,,,0
   8700,008700,"Oaklawn before Miles",,  41.750456, -71.477815,,,0,,,0
   8705,008705,"Narragansett between Audubon and Country Club",,  41.750534, -71.383664,,,0,,,0
   8710,008710,"Jefferson before Chestnut",,  41.750850, -71.435047,,,0,,,0
   8715,008715,"Post after Mowry",,  41.750558, -71.419271,,,0,,,0
   8720,008720,"Oaklawn opposite Miles",,  41.750739, -71.477860,,,0,,,0
   8745,008745,"Jefferson after Chestnut",,  41.750596, -71.434989,,,0,,,0
   8750,008750,"509 County",,  41.751984, -71.321692,,,0,,,0
   8765,008765,"901 Post",,  41.751687, -71.417281,,,0,,,0
   8770,008770,"Jefferson & I-95 (before Cypress)",,  41.752742, -71.435568,,,0,,je95,0
   8775,008775,"Narragansett opposite Gillooly",,  41.752268, -71.383611,,,0,,,0
   8780,008780,"Pontiac opposite Sockanosset Cross",,  41.752578, -71.450736,,,0,,,0
   8785,008785,"Narragansett before Gillooly",,  41.752466, -71.383744,,,0,,,0
   8805,008805,"Post at Fairfax Village",,  41.751356, -71.417490,,,0,,,0
   8810,008810,"Oaklawn after Garden Hills",,  41.752350, -71.477277,,,0,,,0
   8815,008815,"Elmwood before Sixth",,  41.751899, -71.423164,,,0,,,0
   8820,008820,"Jefferson & I-95 (before Jefferson Park)",,  41.752702, -71.435255,,,0,,je95,0
   8830,008830,"741 Oaklawn",,  41.752821, -71.477299,,,0,,,0
   8835,008835,"County after Manning",,  41.752442, -71.324051,,,0,,,0
   8840,008840,"Opposite 1150 Pontiac",,  41.753024, -71.450327,,,0,,,0
   8850,008850,"Elmwood before Fifth",,  41.755129, -71.423957,,,0,,,0
   8870,008870,"Pontiac after Pettaconsett",,  41.753586, -71.449001,,,0,,,0
   8880,008880,"Oaklawn before Blossom",,  41.754045, -71.476735,,,0,,,0
   8895,008895,"Pontiac opposite Pettaconsett",,  41.753720, -71.449005,,,0,,,0
   8900,008900,"Narragansett after Bentley",,  41.754093, -71.385485,,,0,,,0
   8905,008905,"Narragansett before Bentley",,  41.753944, -71.385454,,,0,,,0
   8915,008915,"Post before Walmart Entrance",,  41.753601, -71.414324,,,0,,,0
   8925,008925,"Post opposite Walmart",,  41.754079, -71.413990,,,0,,,0
   8930,008930,"Pontiac before Zinnia",,  41.755137, -71.447357,,,0,,,0
   8950,008950,"Warwick before Washington",,  41.754678, -71.404236,,,0,,,0
   8955,008955,"Post opposite Chambly",,  41.755080, -71.412218,,,0,,,0
   8980,008980,"Narragansett after Naushon",,  41.755464, -71.387961,,,0,,,0
   8985,008985,"Narragansett before Naushon",,  41.755304, -71.387681,,,0,,,0
   9015,009015,"Warwick before Atlantic",,  41.755980, -71.404535,,,0,,,0
   9020,009020,"Post after Spofford",,  41.755459, -71.411870,,,0,,,0
   9025,009025,"1884 Elmwood",,  41.756268, -71.424124,,,0,,,0
   9040,009040,"655 Oaklawn",,  41.755697, -71.476041,,,0,,,0
   9050,009050,"630 Oaklawn",,  41.756102, -71.475669,,,0,,,0
   9065,009065,"Narragansett before Cononchet",,  41.756822, -71.388744,,,0,,,0
   9070,009070,"Narragansett after Longwood",,  41.756750, -71.388619,,,0,,,0
   9075,009075,"Elmwood before Second",,  41.759446, -71.424686,,,0,,,0
   9090,009090,"Midway after Sockanossett",,  41.757293, -71.457898,,,0,,,0
   9095,009095,"Wampanoag at East Bay Center",,  41.754475, -71.326199,,,0,,,0
   9100,009100,"Elmwood before Third",,  41.756865, -71.424036,,,0,,,0
   9105,009105,"Post opposite Tennyson",,  41.756977, -71.409506,,,0,,,0
   9110,009110,"Post before Tennyson",,  41.757186, -71.409424,,,0,,,0
   9125,009125,"988 Pontiac",,  41.757573, -71.445425,,,0,,,0
   9130,009130,"995 Pontiac",,  41.757641, -71.445458,,,0,,,0
   9145,009145,"Oaklawn opposite Sherman",,  41.758023, -71.474514,,,0,,,0
   9150,009150,"Crescent View opposite Providence",,  41.758096, -71.358289,,,0,,,0
   9155,009155,"Narragansett before Manchester",,  41.758542, -71.389176,,,0,,,0
   9165,009165,"Midway before Sockanossett",,  41.757233, -71.458256,,,0,,,0
   9175,009175,"Crescent View before Providence",,  41.758255, -71.357948,,,0,,,0
   9180,009180,"Oaklawn before Sherman",,  41.758341, -71.474523,,,0,,,0
   9190,009190,"Crescent View before Carousel",,  41.758366, -71.356600,,,0,,,0
   9195,009195,"Bullocks Point & Crescent View",,  41.758468, -71.359866,,,0,,bpcv,0
   9240,009240,"Crescent View after Beacon Park",,  41.758633, -71.355430,,,0,,,0
   9245,009245,"Elmwood before Second",,  41.758798, -71.424370,,,0,,,0
   9255,009255,"Bullocks Point & Crescent View (after Beacon)",,  41.758776, -71.360118,,,0,,bpcv,0
   9275,009275,"935 Pontiac",,  41.759454, -71.443776,,,0,,,0
   9290,009290,"Crescent View opposite Glen",,  41.759613, -71.350943,,,0,,,0
   9300,009300,"Crescent View before Peck",,  41.759450, -71.347859,,,0,,,0
   9315,009315,"Oaklawn before Fernbrook",,  41.759746, -71.474010,,,0,,,0
   9320,009320,"Crescent View after Alden",,  41.759725, -71.348701,,,0,,,0
